query,subject,score,label
1745,1031,0,0
8099,54815,808,1
2834,23,0,0
57504,53615,983,1
54962,6118,993,1
92259,3035,0,0
57187,7431,801,1
835,637,993,1
29942,4625,0,0
388753,64005,0,0
10841,7224,0,0
57649,25942,870,1
6756,487,0,0
10810,55845,809,1
27177,339479,0,0
8630,158521,0,0
10645,55632,0,0
10383,988,980,1
5583,285888,0,0
6227,2197,800,1
51371,5701,806,1
4946,29803,0,0
84957,25946,0,0
6130,6165,962,1
6426,57418,771,1
10270,8607,869,1
51642,7818,800,1
6206,705,800,1
4171,4998,895,1
6376,23075,0,0
5211,5213,945,1
136227,80700,0,0
266743,7075,0,0
10613,6039,0,0
27134,53841,0,0
26052,28987,0,0
311,2130,723,1
54799,10856,716,1
50801,3892,0,0
5564,2124,0,0
143662,79570,0,0
2702,51193,0,0
93,657,800,1
57186,28511,825,1
23553,23603,0,0
10464,23033,0,0
9631,55746,800,1
115019,2563,0,0
56257,51574,742,1
64975,9801,935,1
56902,55720,836,1
1459,6829,828,1
55752,151011,855,1
10072,25953,0,0
23039,22803,816,1
113675,3298,0,0
4714,4536,800,1
168544,11169,0,0
6709,54938,818,1
23028,3361,0,0
117154,1602,826,1
81628,2235,0,0
64978,118487,800,1
8581,137868,0,0
54959,195828,0,0
7314,7336,800,1
4711,4696,800,1
230,27131,0,0
79983,51232,0,0
80223,2904,0,0
6532,51390,0,0
126206,57222,0,0
7541,9146,0,0
374383,259197,870,1
124995,51642,737,1
147040,10490,0,0
9947,4956,0,0
60558,10437,0,0
51528,11171,0,0
921,23040,0,0
3836,51128,0,0
29841,58,0,0
6228,6133,962,1
753,55647,0,0
28992,7508,732,1
2147,2811,870,1
6875,6872,866,1
51444,57703,0,0
4958,9518,0,0
3071,9183,0,0
57680,55611,0,0
79004,23603,0,0
10438,5394,827,1
6210,6729,800,1
57459,5928,802,1
6874,6908,993,1
7442,57606,0,0
8703,5873,0,0
7381,83698,0,0
89777,84146,0,0
5093,1052,0,0
2483,57703,764,1
10714,5422,943,1
4125,83729,0,0
5683,5717,961,1
79446,55157,0,0
5034,9963,0,0
6627,8896,899,1
4316,55571,808,1
5802,123355,0,0
5478,1072,827,1
7384,4706,800,1
56979,983,0,0
3454,3467,870,1
4211,10481,855,1
7334,7189,870,1
784,5267,0,0
10840,5802,0,0
9406,84993,818,1
8409,8725,827,1
23197,2010,860,1
6175,6204,951,1
23173,79850,0,0
5716,80227,837,1
51150,493829,0,0
6228,2197,956,1
80267,7317,754,1
5536,10368,0,0
84844,10465,800,1
4998,8317,895,1
5594,6195,936,1
51371,5691,710,1
84678,56853,0,0
6227,6234,955,1
2637,90410,0,0
50700,9751,0,0
245812,55070,0,0
6205,6135,963,1
84570,4009,0,0
6581,340719,0,0
56849,5158,0,0
403,25875,0,0
3833,55785,0,0
9913,117143,874,1
6205,10480,800,1
26291,5861,0,0
222166,11252,0,0
3046,2356,0,0
23432,116835,0,0
28957,64978,800,1
84654,51283,0,0
10075,5905,775,1
56943,387597,0,0
10942,7637,0,0
5626,81545,0,0
65080,6183,800,1
867,3613,0,0
51550,54955,830,1
59082,729238,0,0
121214,155,0,0
7386,4541,800,1
283742,8302,0,0
3921,6170,800,1
26122,10524,832,1
9775,6428,855,1
6132,6141,961,1
23081,6668,0,0
57834,10734,0,0
84292,79723,0,0
2965,2073,993,1
144195,10003,0,0
219541,54797,905,1
5358,7430,823,1
3169,128338,0,0
64946,79172,742,1
55129,51277,0,0
84648,6138,0,0
6143,6201,962,1
2615,9401,0,0
58485,6399,826,1
5502,84890,0,0
6176,6208,959,1
57610,10802,0,0
121441,60681,0,0
6598,79718,842,1
65080,64979,800,1
5929,5322,0,0
4694,4708,800,1
1175,160,976,1
79012,6169,0,0
55801,26156,0,0
4864,10577,870,1
7167,2023,812,1
7384,4709,800,1
6274,2932,0,0
51802,5179,0,0
8875,3956,0,0
23355,55823,764,1
84549,6130,787,1
23594,4999,895,1
896,1490,0,0
3172,4794,0,0
4729,10975,800,1
6209,6204,837,1
51808,132158,0,0
4902,8878,0,0
6726,7536,795,1
2815,63925,0,0
5686,51377,825,1
4718,10975,800,1
2041,1969,800,1
200576,3638,0,0
3030,10335,0,0
5063,80152,0,0
55349,60386,0,0
26190,80835,0,0
6218,6146,962,1
80833,5462,0,0
5442,64221,0,0
6135,2935,800,1
10713,7162,819,1
26160,55081,741,1
6603,8110,816,1
6376,9820,0,0
339344,89891,0,0
11062,114327,0,0
9177,3053,0,0
79148,1356,0,0
4713,4719,800,1
285852,329,0,0
302,6275,870,1
129080,6462,0,0
6496,79058,0,0
84844,10907,800,1
8905,163,835,1
6206,7311,800,1
6217,23521,960,1
7879,5869,802,1
26121,8532,0,0
8452,90135,728,1
140576,9217,794,1
8663,8665,979,1
6228,6159,958,1
4722,10975,800,1
50853,10849,0,0
4085,10393,800,1
4541,4538,800,1
121274,6776,0,0
3340,6613,0,0
4297,23396,0,0
92714,25976,0,0
10197,5701,817,1
6632,23450,867,1
404281,150274,0,0
9318,83483,0,0
6181,6209,951,1
5714,5693,972,1
3185,9987,798,1
7157,128344,0,0
64421,27247,0,0
6233,6210,957,1
29927,6191,800,1
140576,8803,780,1
1738,5162,716,1
2263,2246,901,1
140576,8802,820,1
55500,493,0,0
2828,60312,0,0
7386,27089,867,1
9984,7402,809,1
1642,2935,800,1
4616,25904,787,1
5683,22864,0,0
4343,5976,742,1
23076,23268,0,0
7109,89839,0,0
84936,10413,815,1
64682,29945,993,1
7045,5210,0,0
81035,4927,0,0
8727,7157,0,0
3127,29945,0,0
10641,152831,0,0
55290,1308,0,0
990,4171,752,1
4695,4536,800,1
64093,79792,0,0
4217,9472,0,0
988,9774,980,1
991,9232,993,1
83852,342184,0,0
55269,6421,947,1
118,10636,0,0
57665,23090,0,0
25886,282809,813,1
3112,27091,0,0
2091,6201,798,1
9656,6602,850,1
79152,219736,0,0
5518,51400,860,1
94274,51272,0,0
6558,375612,0,0
6138,6191,963,1
7320,85451,819,1
57129,403341,0,0
2108,26146,0,0
3516,84441,993,1
11000,117178,0,0
79876,150,0,0
5162,5160,988,1
26135,6204,837,1
11052,988,980,1
2968,2963,800,1
1893,64798,0,0
6124,6224,823,1
22944,9166,0,0
4236,23451,814,1
8991,79083,0,0
80267,3305,754,1
8029,3603,0,0
9521,9255,940,1
113746,347902,0,0
55553,483,0,0
84883,196374,0,0
7177,501,0,0
10189,51593,860,1
55340,26137,0,0
55037,64979,800,1
6181,6224,816,1
56832,55751,0,0
51691,10594,800,1
4082,5256,0,0
257194,27111,0,0
55617,642273,0,0
6207,25873,962,1
9181,988,980,1
6699,9620,0,0
8175,6429,734,1
5756,2121,0,0
79727,10969,742,1
219927,6150,800,1
79009,84231,0,0
55571,10140,826,1
79659,3115,0,0
286077,79065,0,0
5585,2886,0,0
138050,5063,0,0
1579,2547,0,0
5538,22900,0,0
23214,23339,834,1
283820,10384,0,0
3617,384,0,0
10443,5478,723,1
6136,6161,952,1
5869,51611,0,0
57505,79585,0,0
3310,3309,800,1
2866,8557,0,0
6932,64834,0,0
705,55781,800,1
2065,1956,870,1
54187,2271,813,1
55143,27136,0,0
10155,988,980,1
5725,7399,0,0
1938,6144,865,1
84570,6317,0,0
27,115286,0,0
83550,10189,0,0
221079,11148,0,0
4967,8802,855,1
51547,2912,0,0
123722,6868,0,0
79842,9045,0,0
6132,6133,955,1
55291,112487,0,0
51362,6628,800,1
23560,10940,742,1
8726,121536,972,1
9575,55805,0,0
127435,55503,0,0
3032,3030,988,1
51082,84172,852,1
6898,64106,0,0
9788,58,800,1
5432,123169,742,1
10998,85463,0,0
8175,10286,734,1
6496,2720,0,0
5411,51103,777,1
6228,6729,800,1
1601,20,0,0
6326,6329,800,1
54658,54576,993,1
29089,7555,0,0
4726,4715,905,1
121340,79671,0,0
5080,6540,0,0
122876,51592,0,0
6453,998,870,1
1297,1298,800,1
1659,57703,800,1
64839,56616,0,0
2819,6900,0,0
6285,6271,810,1
6229,6230,936,1
5908,889,870,1
51298,79849,0,0
10239,10947,827,1
200576,51427,0,0
64983,28973,800,1
5708,7316,800,1
6176,25873,959,1
4702,4712,909,1
9217,5535,0,0
5686,5692,972,1
23580,10801,864,1
6165,6729,800,1
6202,6207,998,1
6169,6164,959,1
26520,2969,0,0
84861,29799,0,0
51028,51699,812,1
64067,8065,0,0
119392,9315,0,0
11224,6141,960,1
55110,51362,800,1
8625,10223,0,0
740,7818,800,1
165721,26038,0,0
8859,127933,0,0
705,6187,800,1
6210,9349,956,1
4908,8446,0,0
8175,3609,734,1
6895,79009,742,1
26135,4736,800,1
9467,85440,0,0
6210,6181,958,1
57343,29086,0,0
6129,6158,821,1
8737,4704,838,1
10228,8774,759,1
245711,171425,0,0
1278,6207,0,0
23601,3491,0,0
582,123016,823,1
10480,5073,0,0
7150,9295,794,1
25875,348,0,0
25897,9446,0,0
26027,2787,0,0
8125,9099,0,0
56776,22941,0,0
23367,3776,0,0
27314,5337,0,0
6146,6208,960,1
83892,29761,787,1
9440,135152,0,0
988,2539,980,1
23639,356,0,0
51343,25847,810,1
6632,10594,955,1
117,2180,0,0
84946,6230,800,1
740,10884,936,1
7334,7311,800,1
150365,54149,0,0
941,2037,0,0
28973,10240,962,1
5977,1832,0,0
5149,1894,0,0
5294,51522,0,0
143903,202500,0,0
55588,9444,993,1
9027,727,0,0
988,5394,980,1
6185,5091,825,1
6464,3148,0,0
90952,1828,0,0
5870,2108,873,1
79159,10231,0,0
50940,11076,0,0
7122,4697,0,0
51808,10075,976,1
26503,2135,0,0
9522,1577,0,0
5098,57801,0,0
83875,8409,0,0
285331,145946,0,0
4694,4712,800,1
1737,1743,838,1
9144,11073,0,0
55167,10943,873,1
6146,4736,962,1
339855,5458,0,0
4695,4701,998,1
800,51523,0,0
1000,29937,817,1
5714,5686,961,1
166929,7083,0,0
3716,79683,0,0
8697,3662,0,0
27089,10975,872,1
57118,2729,0,0
9079,51278,0,0
5573,5575,815,1
9731,1847,0,0
219541,9969,917,1
5972,183,870,1
7464,89941,0,0
684,4287,0,0
2997,8908,768,1
11153,8914,0,0
2647,345895,0,0
6599,8110,845,1
8884,83442,0,0
121643,2922,0,0
2767,27247,0,0
5433,2957,800,1
5531,151987,976,1
6224,6223,813,1
402778,79621,0,0
253559,149986,0,0
84240,23627,0,0
57530,7442,0,0
51073,7818,800,1
55720,6201,867,1
150684,23412,827,1
347735,6578,0,0
5688,11047,845,1
5294,3265,870,1
6132,4839,794,1
26520,4357,816,1
267012,284656,0,0
4837,79605,0,0
57703,5356,800,1
2147,462,870,1
23201,54856,0,0
6629,24148,800,1
7314,54764,800,1
51028,115708,812,1
6187,6130,961,1
3932,53918,0,0
3980,29127,990,1
6125,6156,957,1
8001,7073,0,0
1657,23322,0,0
10018,170691,0,0
2889,22881,0,0
10494,11235,970,1
8165,547,0,0
84726,8667,817,1
55573,4701,789,1
4722,4541,946,1
4893,3265,800,1
6431,6426,904,1
5163,5164,862,1
94240,157638,0,0
6632,9092,899,1
25992,25849,0,0
2532,51062,0,0
84946,6193,800,1
7879,51762,864,1
6169,9349,961,1
5001,8318,843,1
23130,55832,0,0
55334,2128,0,0
892,388743,0,0
10898,55227,0,0
84844,23450,960,1
989,4735,878,1
6201,23521,963,1
55781,6230,800,1
118429,80235,0,0
79018,64795,817,1
7384,4704,800,1
171389,8178,0,0
1814,3752,0,0
83697,3742,0,0
113246,23654,806,1
55959,85451,0,0
1571,79101,0,0
55094,27339,801,1
7385,4536,800,1
22794,6635,800,1
60684,6399,827,1
79098,10322,0,0
8175,5499,734,1
51616,117143,837,1
1615,3157,775,1
23527,4247,0,0
25801,4582,0,0
2968,404672,998,1
4437,5111,737,1
8289,8110,907,1
4723,4537,800,1
6171,57508,0,0
51185,160728,0,0
1410,258010,0,0
7851,8314,0,0
6747,1650,869,1
5928,5931,888,1
54934,81608,0,0
8290,8970,800,1
5694,10213,960,1
388336,51668,0,0
6170,6729,800,1
6144,6159,954,1
2091,10528,818,1
6629,23451,963,1
28960,51343,837,1
9360,1198,754,1
4089,10048,0,0
55687,84818,0,0
64978,64976,961,1
5335,5159,933,1
11144,3817,0,0
4714,4700,998,1
79657,8409,823,1
23421,80152,742,1
23097,7337,0,0
93107,118856,0,0
10987,162989,0,0
57713,91522,0,0
6628,252839,0,0
5440,5434,998,1
5868,9230,869,1
11100,6294,832,1
6189,6209,962,1
23559,55771,0,0
51309,340596,0,0
5519,55287,0,0
6217,4736,961,1
55182,157313,0,0
1362,51166,0,0
28987,84946,800,1
538,475,870,1
988,1832,980,1
1737,5160,842,1
54700,55450,0,0
54859,5691,860,1
6059,6138,800,1
79650,25949,809,1
6143,26135,800,1
57695,6714,0,0
57187,7402,807,1
3315,7157,705,1
5768,1303,0,0
252839,9554,820,1
6861,5909,0,0
121227,9514,823,1
10073,6092,0,0
51043,6445,0,0
25813,6834,820,1
2314,1399,0,0
60677,9971,0,0
3845,57089,0,0
10556,79897,832,1
63894,1844,0,0
7408,55740,993,1
84062,9501,0,0
84876,4242,0,0
11140,3320,898,1
6233,6169,800,1
2649,7227,0,0
56978,3386,0,0
4055,4534,0,0
3904,3357,0,0
132884,11276,0,0
7205,140809,820,1
57187,9203,819,1
23400,29926,0,0
11321,5436,825,1
56978,200558,0,0
4729,4541,800,1
10742,2695,0,0
9091,4099,0,0
6141,6209,962,1
196528,5340,0,0
9918,87178,787,1
9134,1491,0,0
6398,23483,0,0
283431,26090,0,0
834,10525,0,0
9782,25847,0,0
2584,7705,0,0
151903,10450,817,1
3891,282616,0,0
8089,55245,0,0
2251,754,0,0
10952,6207,800,1
6135,6729,800,1
9314,4237,0,0
5689,5690,969,1
27166,254065,0,0
196513,5292,864,1
4142,89845,0,0
56926,55332,0,0
3792,346606,0,0
6132,6209,963,1
65003,7818,800,1
84333,57626,0,0
10026,26098,0,0
53918,10767,852,1
6695,51377,0,0
25949,6628,800,1
6642,6643,768,1
696,57551,0,0
2542,5080,0,0
4140,29761,0,0
54881,57418,948,1
57408,5098,0,0
57728,119710,866,1
8878,1374,0,0
6547,29785,0,0
6749,3146,825,1
11152,26468,735,1
6170,6161,958,1
1915,1936,707,1
150696,7016,0,0
705,56902,973,1
286256,64283,0,0
64852,26031,0,0
25820,7112,0,0
51362,8896,800,1
56852,10500,0,0
4055,4049,870,1
51573,1453,0,0
2963,2957,800,1
6233,6152,962,1
51460,5137,0,0
51586,1024,827,1
51021,6183,800,1
2108,91582,0,0
1659,6628,800,1
54577,54576,993,1
90203,285440,0,0
9183,55850,827,1
8697,84105,0,0
1479,23283,959,1
51592,991,993,1
25847,996,993,1
51156,729967,0,0
3656,51135,951,1
25847,29945,993,1
59343,10083,0,0
6228,6201,962,1
5768,7773,0,0
4718,4700,998,1
6375,83881,0,0
26135,6152,800,1
6202,6230,961,1
84619,6738,0,0
23269,164684,722,1
8029,7869,0,0
5689,8877,0,0
5326,2056,0,0
6546,84433,0,0
51645,79706,800,1
6132,6202,962,1
54962,4176,845,1
57506,122809,0,0
5700,5710,962,1
1047,84084,0,0
7277,203068,818,1
55339,988,980,1
4731,126328,723,1
6233,6187,935,1
6208,51504,800,1
2597,2023,811,1
6503,51241,0,0
163255,150684,0,0
1674,7431,873,1
4882,1487,0,0
10190,10376,808,1
6152,6202,960,1
83741,9508,0,0
6801,80342,860,1
9014,9853,0,0
80177,286077,0,0
9136,7402,807,1
23376,57699,0,0
594855,26092,0,0
26155,55153,860,1
79058,55113,0,0
3762,84056,0,0
566,8929,0,0
51024,6431,0,0
4722,29078,722,1
6726,6173,800,1
6323,4319,0,0
4435,10420,0,0
60491,23654,834,1
8720,1856,0,0
9631,23511,800,1
6194,6156,960,1
3425,4893,0,0
5738,2495,0,0
11060,9351,735,1
8562,6204,800,1
9722,79576,711,1
701,988,980,1
6091,9353,870,1
2923,567,800,1
9054,27161,0,0
415116,10352,0,0
55217,63874,0,0
6217,6155,961,1
55917,5495,860,1
3692,9349,799,1
25816,92906,0,0
54575,54576,993,1
255738,23460,0,0
84950,11193,800,1
54583,208,993,1
1678,540,0,0
2867,116448,0,0
10714,57804,742,1
196513,1656,850,1
6188,51065,789,1
5173,9498,0,0
80145,7919,860,1
92610,5146,0,0
1647,83605,0,0
57558,8492,0,0
10661,4194,0,0
8175,10159,734,1
56904,2139,0,0
6228,10767,800,1
6132,6224,820,1
27022,79929,0,0
7425,8999,0,0
8453,2639,0,0
10681,6000,993,1
10094,829,828,1
30011,7316,870,1
9525,27183,869,1
11281,163126,0,0
5463,139324,0,0
285331,22795,0,0
25,3557,0,0
6233,6223,953,1
11342,3428,0,0
6137,6194,959,1
55330,282809,768,1
9066,2108,0,0
85413,57697,0,0
9412,10001,806,1
123016,55144,0,0
81857,9968,993,1
10054,10055,988,1
57697,6118,993,1
6124,6159,951,1
9444,9439,993,1
8547,6003,0,0
9394,1268,0,0
83690,159296,0,0
2677,51475,0,0
83940,55269,866,1
990,5001,867,1
4729,4725,941,1
1019,57623,0,0
54433,55651,945,1
132612,26002,0,0
4536,126328,777,1
4854,6875,0,0
55898,5756,816,1
7306,9791,0,0
6227,83732,800,1
6169,6161,800,1
23560,57062,825,1
5982,5985,938,1
7551,23158,0,0
1938,6191,851,1
204801,162514,0,0
6124,6234,945,1
3442,1737,0,0
55509,8061,738,1
23492,1912,822,1
54106,2202,0,0
10053,162,859,1
293,92609,795,1
80323,2246,0,0
389,5476,795,1
9416,94104,729,1
8895,10316,0,0
22862,3321,0,0
51144,6319,819,1
55717,11260,917,1
6176,7311,800,1
10574,22948,835,1
55846,695,0,0
1938,25873,800,1
4985,132864,0,0
6626,6627,854,1
24148,291,993,1
7314,23607,800,1
7001,687,0,0
116843,9482,0,0
23186,23265,0,0
5813,5983,804,1
4720,10975,800,1
9162,79884,0,0
5296,2065,742,1
55696,10594,800,1
714,10249,0,0
54845,84705,0,0
54741,5795,0,0
10574,991,993,1
9319,988,980,1
25989,84824,0,0
4710,4724,974,1
4736,23339,0,0
1896,2773,0,0
1621,118430,0,0
23019,29883,989,1
11318,144233,0,0
55573,10102,777,1
10956,5364,0,0
29851,23767,0,0
152002,149461,0,0
56934,55250,0,0
124404,5414,845,1
6142,6125,958,1
10599,3875,0,0
4622,88,830,1
3383,2232,0,0
1158,1152,857,1
342035,84528,0,0
9325,23186,993,1
5937,92399,812,1
9589,56907,0,0
7298,56893,819,1
2635,25803,0,0
29079,9412,804,1
4791,10293,0,0
2547,5111,737,1
29104,55329,0,0
440193,54676,0,0
10421,6628,821,1
7265,9406,820,1
8826,3608,806,1
2747,8777,0,0
5265,79003,890,1
3609,54586,0,0
4528,8906,0,0
29979,9736,818,1
10223,54940,0,0
2027,2026,943,1
4654,10877,0,0
55764,147179,0,0
4094,7773,0,0
4147,57569,0,0
23521,7311,800,1
51691,23450,800,1
8895,7225,0,0
5129,340895,0,0
115727,414301,0,0
84066,65998,0,0
818,64118,810,1
4193,6135,870,1
2220,163183,0,0
2966,2957,800,1
4695,84441,0,0
285848,51156,0,0
375189,4033,0,0
10524,64769,850,1
23020,11319,816,1
9533,9915,0,0
2946,2949,881,1
9368,4478,870,1
5989,10801,0,0
4068,3293,0,0
610,64168,0,0
7203,158158,0,0
6228,6129,963,1
4817,2889,0,0
22985,6520,822,1
57643,23217,0,0
54982,79852,0,0
2625,27145,0,0
10197,10992,817,1
5717,5707,973,1
1027,245711,905,1
23245,2537,0,0
100125288,57062,0,0
6228,6728,800,1
26156,11259,0,0
51596,83540,0,0
9615,7317,871,1
392,998,870,1
9583,6418,0,0
23071,10549,800,1
4694,10975,800,1
5577,5573,732,1
54968,9928,0,0
1373,85463,0,0
389362,283989,0,0
1991,6133,0,0
53405,286262,859,1
50632,1310,0,0
3921,84946,902,1
3205,92344,0,0
7170,79966,0,0
10421,6633,817,1
165631,51806,0,0
889,26762,0,0
9325,400569,993,1
51230,54934,808,1
4718,7388,800,1
84944,10804,0,0
123096,6401,0,0
22878,3598,0,0
10351,2731,0,0
7582,3215,0,0
306,6813,803,1
5009,131177,0,0
4705,4704,953,1
6780,117246,704,1
4724,125981,734,1
84733,3257,0,0
3692,10940,742,1
10924,6256,0,0
1038,1238,0,0
51806,2802,0,0
2893,80274,0,0
54469,4841,802,1
112744,79677,0,0
8565,7520,936,1
51439,10551,0,0
2971,4300,0,0
57619,57715,0,0
7976,8728,0,0
6133,6230,962,1
5438,6827,800,1
23451,10946,819,1
6727,7494,0,0
221391,4125,0,0
9477,90390,742,1
84528,5298,0,0
7942,56033,0,0
1144,151295,0,0
3419,137872,0,0
54434,84456,0,0
83743,8886,821,1
10190,7203,732,1
6779,283149,0,0
27286,11000,0,0
122830,9076,0,0
6059,6146,800,1
55781,6187,800,1
79618,11332,0,0
23481,79102,0,0
10248,10775,748,1
8668,6434,819,1
9440,5469,993,1
10799,83759,799,1
28998,9801,961,1
22848,85021,873,1
116379,2557,0,0
3097,219844,0,0
8892,1967,901,1
5707,10898,0,0
5692,5702,972,1
131474,26168,816,1
9521,5756,831,1
3202,3221,800,1
5066,2013,0,0
4342,7080,0,0
9775,51645,800,1
143282,8313,0,0
1103,1937,0,0
8131,23518,0,0
55503,10048,0,0
4103,6869,0,0
51691,24148,800,1
5431,5435,967,1
64922,3630,0,0
51258,65003,800,1
5915,137075,0,0
79033,291,0,0
5709,5688,961,1
5308,51533,0,0
51099,2309,0,0
6147,6729,800,1
29109,988,980,1
60529,55164,0,0
11334,988,980,1
9091,7913,0,0
124912,121274,0,0
10772,83939,0,0
6206,6138,958,1
23212,4839,819,1
9775,10569,800,1
1973,1974,912,1
64083,4653,0,0
51306,3993,0,0
6188,988,980,1
84246,5469,810,1
10483,2176,0,0
55110,10558,0,0
10395,80342,860,1
5685,5696,972,1
374918,7038,0,0
10912,8766,0,0
89766,51621,0,0
6925,84628,0,0
51742,25942,866,1
5440,2967,800,1
27335,8661,980,1
124995,84545,804,1
4695,4720,998,1
6136,6728,800,1
6233,2107,800,1
1984,5901,800,1
8479,4691,0,0
63917,196264,0,0
313,4882,0,0
2171,6876,871,1
4246,5394,0,0
6143,6230,959,1
84844,55234,800,1
5961,81693,0,0
2956,5111,871,1
8178,163183,0,0
9092,3550,800,1
4023,23607,0,0
5441,404672,800,1
6143,6218,957,1
10574,10575,845,1
5213,55313,864,1
9656,4356,0,0
79650,5236,0,0
27445,80895,0,0
83606,6760,0,0
90701,51363,0,0
8204,140612,0,0
8087,2332,742,1
4113,55691,0,0
3313,79982,802,1
23097,54797,818,1
6817,9736,771,1
11193,6628,870,1
58496,11262,0,0
6203,1938,800,1
1876,6687,0,0
5276,1272,0,0
123228,3805,0,0
10939,1537,826,1
8091,8928,0,0
7439,256536,0,0
84259,83660,832,1
6295,10969,0,0
23212,10528,775,1
8289,55274,943,1
9481,55081,0,0
89910,6407,0,0
4677,51520,807,1
3899,1907,0,0
6143,6205,960,1
56659,414328,0,0
283459,126147,0,0
25806,5733,0,0
64083,29926,864,1
4541,4719,800,1
220972,51015,0,0
5529,5515,881,1
57669,643236,0,0
999,2241,993,1
9454,5893,0,0
8526,1945,0,0
6143,6144,973,1
54847,5881,0,0
54620,2113,0,0
5105,126328,777,1
10213,5715,862,1
54619,57107,0,0
8175,3190,734,1
10319,4338,0,0
9099,6233,800,1
1943,115827,0,0
4536,113746,0,0
10713,25804,800,1
222236,54851,0,0
7314,5710,870,1
368,23412,0,0
6601,8289,843,1
53344,4435,0,0
598,54205,708,1
84946,51504,800,1
1027,9134,860,1
8625,6820,0,0
7384,29796,998,1
113622,11336,0,0
6223,1294,0,0
6130,6155,960,1
9731,3336,0,0
51319,219623,0,0
4512,8455,0,0
83464,5664,993,1
64108,51181,0,0
5434,5430,998,1
10044,9564,870,1
64219,81494,0,0
5716,5713,859,1
9445,7707,0,0
3454,3676,0,0
83473,1486,0,0
6128,6173,800,1
6188,6201,748,1
4728,1537,962,1
9862,892,818,1
27343,10955,0,0
6726,6165,800,1
162239,84101,0,0
79132,6780,713,1
124995,7263,0,0
717,3936,0,0
2298,5164,782,1
5937,9877,817,1
6191,23480,800,1
6160,6230,810,1
6188,6227,801,1
50848,4091,0,0
6634,25804,800,1
91433,79831,734,1
5721,5691,816,1
9537,7203,0,0
6631,9646,0,0
84449,55891,0,0
8409,5434,711,1
353497,57654,0,0
7076,4314,870,1
9918,10051,986,1
195814,23041,0,0
6165,6141,961,1
7111,4046,798,1
54881,8650,0,0
55072,5717,0,0
84694,4524,0,0
9381,8310,0,0
3735,4750,0,0
7317,164,823,1
9775,4116,998,1
55037,7818,993,1
24148,6635,931,1
10428,8607,859,1
55110,10286,800,1
3778,2307,0,0
4363,8896,0,0
10200,23016,996,1
23592,10905,0,0
4632,2118,0,0
27290,50855,0,0
6143,25873,960,1
57187,7919,860,1
545,10825,0,0
4343,6134,713,1
23476,4926,850,1
4216,92140,0,0
118788,55137,0,0
4725,126328,777,1
4105,9543,0,0
116113,50943,873,1
255877,9020,0,0
55171,1716,0,0
28998,56945,800,1
1080,7534,802,1
64318,23405,742,1
51691,27258,998,1
1145,64232,0,0
84844,10992,816,1
9094,84747,826,1
8766,5868,847,1
9374,6150,800,1
51329,8396,729,1
8685,8106,0,0
267,10613,860,1
93107,6595,0,0
9113,1289,0,0
9277,59269,0,0
6749,1105,854,1
1413,23592,0,0
90441,113622,0,0
51605,83696,0,0
8525,10960,0,0
6726,25873,800,1
80230,3203,0,0
84365,6202,794,1
2853,9016,0,0
59343,8754,0,0
9162,50839,0,0
55658,29946,0,0
79004,283871,0,0
5906,85302,0,0
64963,6183,800,1
253970,80020,0,0
4603,91750,943,1
51639,23450,803,1
8239,7322,775,1
492311,92906,0,0
29099,2246,0,0
54921,22872,0,0
1356,84701,0,0
152330,7423,0,0
7203,65264,702,1
26039,5977,823,1
57722,54905,0,0
29896,3550,757,1
6198,253260,708,1
6128,6209,958,1
9863,687,0,0
2660,80274,0,0
6133,6224,821,1
11222,64968,800,1
51438,11005,0,0
79685,3622,823,1
57531,1339,0,0
23324,2623,0,0
139189,406,0,0
1364,2999,0,0
6745,4513,869,1
79035,2764,0,0
51422,64421,812,1
5714,5717,972,1
11213,4061,0,0
7448,51747,764,1
84957,9943,741,1
4999,57018,857,1
374291,4694,800,1
23344,10550,860,1
2784,2786,993,1
22900,8859,0,0
129138,55859,0,0
51295,10686,0,0
23435,467,0,0
253827,56927,0,0
57134,51304,0,0
1783,51284,0,0
3840,3301,821,1
9252,55572,0,0
84072,2326,0,0
26249,11275,806,1
9477,9968,993,1
10693,3301,812,1
6874,4676,832,1
8340,219736,0,0
51143,10766,0,0
1937,7407,827,1
8893,1967,963,1
6228,55720,837,1
5929,6605,816,1
54069,8641,0,0
375616,55182,0,0
1938,9349,847,1
3921,83732,800,1
6137,6222,959,1
23089,57050,0,0
1364,5002,0,0
10694,6788,860,1
6714,7525,800,1
6157,6161,959,1
3718,275,0,0
3707,10734,0,0
84267,50506,0,0
729533,7316,0,0
1387,1385,870,1
55350,83692,0,0
54472,3906,0,0
10982,4176,837,1
22948,10576,835,1
10214,80700,0,0
57703,79706,800,1
3320,988,980,1
9414,1943,0,0
8756,89958,0,0
55846,11133,808,1
55959,10505,0,0
56155,55165,870,1
4686,573,0,0
6217,2107,800,1
3175,10794,0,0
4883,55585,0,0
23186,3642,800,1
9203,64714,0,0
282991,3091,0,0
2623,5295,708,1
90423,25923,0,0
701,10393,998,1
3184,23404,993,1
53918,6135,800,1
133688,29078,0,0
51035,56893,821,1
29928,7101,0,0
10690,63943,0,0
5516,908,860,1
84246,9282,829,1
8504,5825,787,1
10389,8331,800,1
6155,26046,800,1
283150,10933,808,1
112487,5627,0,0
493869,64080,0,0
4709,4708,800,1
6627,22938,882,1
11010,9444,0,0
161725,4302,0,0
5707,5702,972,1
4321,9873,0,0
