id	num_of_genes	pos_rel_genes	neg_rel_genes
MORF_RAC1	187	55744,9733,5861,4841,8301,8985,8892,5901,5092,10897,10540,26009,5529,9686,27095,4190,2734,5887,10175,5538,381,10565,832,3032,26003,27336,5879,23399,4515,5605,9794,10899,103910,9538,488,23636,6047,377,8508,378,1337,57142,22928,9798,5869,10987,1175,1176,7009,821,23558,9276,26057,2879,8505,5870,9114,10945,10902,10302,1201,6810,5868,6726,1781,27230,92140,23193,9140,5438,8733,9167,5432,11333,79017,6613,5127,7341,10994,7264,23291,50814,6470,1431,7529,1460,6992,6647,10623,23549,10573,5510,6391,8813,7317,3181,6748,22916,3182,23214,475,537,55000,23020,9643,4849,9377,10285,5885,6603,56910,10857,10616,6522,1611,8428,1455,2332,9112,10434,10134,10952,28973,7073,9559,23480,6642,10092,2029,6500,3735,5692,5694,2647,5690,9898,1173,4201,1351,1795,23469,55611,5701,5573,10768,10428,23039,10016,23173,5571,1537,3607,10549,1213,2720,5279,9632,5713,9166,10657,5518,7319,6301,1642,54205,51606,5373,9296,7508,23196,372,9690,6117,10959,1059,3312,4733,8273,11137,2764,6311,8799,8263,51366,6396,1398,23479	54784,55423,7433,2184,3706,10525,4071,8464,2874,92949,10345,55621,3386,26268,7038,1962,2582,9564,84807,8858,3033,10051,23301,8838,10015,56474,22821,6404,6039,85378,2760,6788,10630,2548,1798,1656,57761,727897,112936,196528,9528,23250,494115,54936,6770,7003,6895,7421,8000,2098,8564,116832,2195,114805,3485,113,4430,66036,1299,6166,27180,51316,3773,23429,781,3638,640,7180,23421,961,8940,915,85480,57379,10370,2786,78986,51465,11052,8125,55720,51527,9088,9826,51454,3820,9696,4014,1487,1665,94025,4063,55209,3084,29882,6327,10049,1112,6431,204851,79886,3313,7328,5433,708,5691,10898,6643,23275,5355,2956,6232,226,4686,81567,5098,4594,8744,11120,9320,2331,2918,23208,11167,8398,3675,256471,7532,9701,5867,11157,8468,84666,5784,157922,2130,9324,5820,11258,1761,867,3162,5977,7849,57136,3070,54788,3570,1776,132,58538,6608,10389,2006,23395,26085,83660,283459,5366,8178,80323,916,4234,2641,23367,78987,55028,320,7074,9735,1017,3202,11235,5631,5940,6447,23376,402,114088,4208,7384,53917,29761,55761,22909,7292,70
GNF2_LYN	25	10695,3123,6643,3431,9802,3109,3108,6778,4615,7805,10094,8635,9815,6850,5777,4067,6402,10961,7454,1535,7462,4048,54918,27230,3122	84364,3988,3077,93107,229,113622,25890,5555,57147,8379,3336,5141,8302,5207,2359,80724,3480,6096,6432,1536,3566,941,23500,79801,10379
GNF2_PPP6C	33	3190,5537,55573,6634,5935,382,6728,29080,10285,10096,6613,7323,5689,8664,5710,3550,2665,7528,10284,22938,10291,6428,56984,5682,80025,23196,51372,56888,51444,10775,22919,7311,7818	8537,58488,7458,7465,2038,2891,5422,6234,6520,2908,22948,9283,10726,114908,4666,6320,231,4211,313,29968,54474,28996,6947,4331,56606,7705,10656,1118,79969,2313,10459,8601,6230
MORF_DAP	71	1211,10987,537,1175,7411,1176,4358,4047,7009,10559,821,23558,2720,6603,2879,4728,8574,27258,1611,9632,1650,10945,4719,5714,5715,5518,10961,10134,10540,5496,523,5499,23196,3838,9559,11316,27095,4190,53635,5887,92140,23193,2029,6500,3030,3735,10992,3032,79017,7341,10959,1717,5690,5879,50814,51573,9354,9794,9887,10155,7529,1460,6647,8263,377,378,808,9524,6396,6748,10016	4283,9363,2843,646,1047,8312,5396,55301,55703,5045,57110,8517,717,9874,661,80119,5646,9306,9314,9122,55035,11034,9780,9771,3623,11158,57534,3802,4668,27004,7480,78997,2068,131450,5921,10407,54800,3182,23762,55852,5095,3113,3945,5198,4059,11145,5310,257000,55769,8424,253959,10309,57664,92399,79966,26033,5744,2009,1287,11337,65251,54852,7402,6492,54535,221120,10158,11276,26018,22846,3558
GNF2_RPA1	27	10772,10728,7520,3190,60528,3185,6634,23350,7913,4670,6117,5885,130497,10762,1665,9184,55596,6749,9972,7398,81611,51668,6426,27316,6428,220988,6996	10524,79446,6604,4907,4504,6906,25893,29927,84467,3682,8565,445,3694,6872,2892,705,123720,10318,27199,4939,6638,51188,10363,9025,84623,51312,5339
MODULE_326	12	5740,5730,241,3248,240,8644,246,4051,5743,247,4048,5565	9337,5140,10766,332,81567,8533,59348,11319,25801,22878,5463,534
GCM_VAV1	41	23421,10728,9111,1352,63940,4358,6944,9049,5875,3191,393,5158,3177,8886,6603,10589,8214,6602,6827,3635,8439,2176,9319,5294,9138,8567,7270,10287,4625,1819,8091,7454,5148,7409,10803,2914,4076,5973,2717,1130,1186	8502,10575,10468,7432,3040,770,1141,3171,56943,3543,84939,2922,9701,1831,55331,10312,10411,5122,90417,6018,5296,89849,5715,7390,29072,23345,10505,2050,4000,79648,3045,6150,103,801,51130,51144,23394,7078,7095,7565,8506
MORF_GNB1	269	7520,3052,3833,5018,7064,3184,10236,8881,4670,4841,2806,25814,22906,3192,8683,7307,3015,57819,2787,10480,8565,51433,5725,51465,9700,6427,9031,27095,118,4190,2521,5886,7690,8761,5538,11321,9761,3030,3032,5300,10425,114908,6434,23399,4515,10147,10726,2271,55660,5605,2990,171023,10899,11219,2617,2058,10939,7332,7417,7419,7458,8887,7416,10574,65110,9538,6047,10054,6009,9612,57142,10440,10130,1176,27335,10645,10096,10097,8655,23295,5250,8125,10902,26121,1487,5928,10983,1716,2783,2782,6240,9804,10856,6051,27230,4296,7284,92140,23193,10314,8733,23649,5432,5430,6613,11273,6418,9656,11269,8943,6917,22934,9061,11176,23291,9184,10989,10155,1431,1460,3609,8175,10291,10198,6390,3608,8073,90411,7278,808,8525,3181,5230,805,10907,3182,7514,6727,23214,537,23020,829,11335,200081,5162,10285,1979,60481,56910,27044,23435,23234,8574,8664,6184,10250,23369,3033,8667,8668,3475,1650,8106,4521,11100,8428,7398,10961,10434,5501,5682,7073,8192,6626,9341,3925,6635,7917,9559,10128,5634,10212,10456,1729,8724,5695,6738,7322,10094,10109,5690,3420,204,10921,6741,27316,1795,6721,10105,23518,4076,10450,468,3066,3065,4723,6599,6601,1786,10768,9948,23039,1854,10728,23215,7384,22883,2098,23644,23511,7913,7386,4725,4724,1736,64795,1445,9791,9632,4720,3614,10657,9375,5518,6742,9908,5585,4171,4691,1017,2580,5496,6897,7388,8570,22919,27338,11316,3054,5591,11231,3376,7298,50999,10594,6294,113419,1108,23534,7013,1635,6950,3183,4701,11315,7884,6451,11331,1810	309,729,10845,10567,933,9140,7915,79577,56891,4883,10049,5920,25870,5871,361,4854,7783,2908,55699,55568,9092,54205,23274,6812,4542,273,83990,5709,6010,8773,23,58525,9805,171558,9380,6787,27249,27036,7407,4693,26272,79135,3626,4674,3106,23224,9682,2100,9842,55287,11143,5546,8993,6396,11153,3237,727897,6166,6251,6007,4332,7014,2931,6554,3423,6723,219623,5347,55588,84892,4677,9402,771,10084,50652,7561,3156,51429,9702,9969,4058,23245,1382,57151,6117,7025,10933,1175,5565,25970,64081,7145,10483,26046,51733,84867,10814,6624,4857,8740,4155,1984,57092,5500,6139,23484,1519,51379,25836,994,98,8564,10527,5657,64105,2767,2676,4728,339,84334,81551,4926,5319,900,8607,27069,2811,5126,2028,10467,51109,27000,960,3098,6203,7637,7157,4297,203,1588,2590,23307,79370,1308,23090,2134,7039,10501,6954,2066,1791,728642,4049,259,196,55746,5037,23265,9956,2030,2564,10890,9488,113130,55004,8725,26003,4204,55206,9836,2559,27141,4360,26277,6752,6767,6581,3077,11063,4161,219287,4947,4026,2317,5375,1294,57486,6863,90203,26239,9128,1386,9334,4015,344,11101,9450,1058,26207,79672,7342,112755,51533,25896,80311,1133,1773,3965,10112,9794,3603,23263,157922,6160,80019,2805,55565,4621,2861,57876,6827,923,2355,56965,23362,11260,3299,7920,11329,8754,696,2709,65062,1958,327,57609,25974,10964,8727,3981,2487,6187,5644,2122,93986,6331,29903,23522,25780,50619,10980,4835,8408,51555,1305,2819,9847,7075,2569,4322,23648,10488,8140,117143,339451,8531,10975,89910,84320
MORF_RAB3A	74	3756,23431,2560,4917,7710,1775,8452,419,7471,5000,8756,1136,8807,26033,7180,6291,3344,2694,4625,27072,57096,10526,56269,3235,54737,26206,8448,2918,635,28996,1473,9495,4983,676,5152,9020,3938,5864,2712,460,3738,6372,3815,23322,23541,10218,26045,3441,696,1121,27285,4957,4300,9422,23208,1758,4589,54516,56950,1967,4889,10408,2045,8688,22829,487,552,5989,7363,744,1823,1733,6939,84991	8394,25937,26292,757,2770,5406,1489,2819,3360,26040,103,125170,64210,23370,22978,10360,51626,5692,7307,6865,2878,25924,6456,481,2275,92906,22902,8564,55612,55669,11309,116987,10144,22821,23499,5178,5232,4739,54715,79019,8992,29889,2357,41,7410,8936,57129,4018,2209,6629,2902,3949,23276,85397,2872,2151,26224,6928,114,5927,1287,10166,7054,4049,4058,23028,4438,23413,79816,51778,55616,701,5593,9518
MODULE_327	19	5740,7358,6342,5730,5092,241,3248,240,8644,246,10555,2232,3295,51,3292,4258,247,51478,4048	3738,3490,6320,3283,344,56479,84962,3338,7465,6324,1020,3055,129080,23643,23220,435,57129,4741,64768
MODULE_139	69	3880,8839,4059,1528,645,2065,3875,2203,4072,4582,10551,1366,10529,1364,999,1999,9368,8718,27237,10331,10633,100506658,721,8869,622,4101,8416,3856,9537,1382,2625,25801,11187,7022,23199,5155,1535,10451,83543,5618,7351,3382,8991,27134,10653,10265,51760,655,85004,91683,7227,7163,3169,80700,26996,114569,4646,4488,4121,6820,79083,56896,54843,51015,124540,25837,28984,57282,3110	28955,29942,5931,9702,3662,23576,3055,64976,526,6834,55120,55311,27332,3852,80853,4829,65975,3098,10521,3842,55531,4725,5298,10090,3158,8546,4893,4090,23617,54825,3276,4255,29895,2588,6558,10408,57017,6329,8500,6493,51451,10945,5178,402,51427,1303,2590,10409,7020,84735,115106,1583,4939,54456,9987,3775,6366,6388,51339,4112,6524,546,5582,5004,55558,10581,7486,427,3356
MORF_FEN1	56	3052,3182,10523,7411,10576,7203,79053,4522,11332,4176,23234,23435,3015,25804,8662,6627,6742,54205,9700,6426,4172,1019,220988,1981,5496,9031,5982,23165,6240,4236,3313,3838,84823,7374,2305,5438,8260,55651,5690,8449,3336,3308,9184,10726,50814,10155,1653,1460,6647,7416,5781,22948,2935,5111,10432,10598	29916,27338,7857,6789,22797,6658,5688,23398,23039,127,6611,9969,23042,5990,3221,705,8994,2159,11060,6596,113263,1184,200576,6604,677,81567,9821,8989,53349,1366,64405,55035,10199,2648,51208,2208,23581,1644,374,6747,57683,57050,5991,56853,5710,1235,4212,5451,25831,1022,8723,7593,9994,8315,754,10163
MORF_GMPS	47	10728,3052,7384,10523,7411,8683,4728,3015,25804,8663,4722,3654,6627,10067,1615,54205,10961,6845,1019,8833,5496,55856,5982,23165,6626,3313,7284,92140,84823,5886,3030,10992,9184,50814,10155,1460,1653,7417,10291,9126,11315,5781,7416,6390,4723,10694,4729	7743,6014,9978,56926,4942,23234,11151,10043,10235,50717,716,6667,9039,4790,9935,6189,10218,30816,26045,83892,11025,1968,5832,487,64518,10206,55647,140458,5479,27185,57188,7369,23560,353,8870,84193,8027,9141,6199,2891,84364,6476,3752,113263,64324,5292,2737
GNF2_MYL3	26	58498,4633,7134,4634,4607,5224,2274,1674,1160,64091,6508,3270,203,4625,51778,4624,7137,8048,7139,27231,11156,27129,1339,845,4878,6442	4122,90293,5870,51225,51072,1522,5335,29974,3560,7728,4117,7884,5023,3373,2676,8797,57379,493,9220,27333,4900,9402,8467,54675,5119,5153
GNF2_MYL2	26	58498,8557,4633,7134,4634,4607,5224,1674,1160,64091,3270,4151,291,4625,88,4624,51778,7137,8048,7139,11156,27231,27129,1339,4878,845	5189,23382,1591,58513,23092,10866,26353,27095,6675,5079,51654,3631,5468,2171,54890,3155,23020,5617,9700,5985,70,10102,7112,2570,1778,8295
MORF_TERF2IP	103	3190,23608,23214,11329,23020,4848,23019,1267,5589,5861,4850,10285,9785,6433,50626,6233,51741,6093,11165,26092,10952,55186,7073,55854,989,9326,7555,7023,832,7323,3845,27336,8575,10226,8659,6880,8445,3189,8859,3188,25793,8703,8678,7158,4087,7458,55611,6601,6548,23173,9798,10980,5571,22883,7913,54386,821,4676,84901,10567,5073,4682,84364,7175,10902,10554,10657,3550,1642,22887,29855,25920,9927,1974,6903,10681,51780,10898,4666,8733,4801,9167,5430,6613,57680,11273,23515,5515,8766,26574,25970,8019,23137,4733,1819,64844,23549,11137,1523,1453,51593,10260,805	3127,11055,64859,53942,4212,9470,6738,4794,1001,8031,7351,3162,23165,6702,3223,84320,1269,8825,9354,1316,2124,399,9202,9980,56681,9455,10768,1112,54623,27333,9344,29927,3145,1030,23023,7633,220972,80777,1821,339,64800,3579,9949,8662,6170,5300,5754,8195,80199,1787,5451,9960,5860,3612,84654,3889,4130,2705,3617,8682,6470,1280,23604,55704,55317,8324,9242,1558,6564,5872,11217,728,9788,29994,10272,4900,79605,3283,5652,23760,23130,9169,55764,10954,79654,9775,734,7529,1290,6191,545,57212,23404,135112,5450,10493,23022,8409,132,1160,5989,6675,7594
MODULE_371	25	316,3316,4312,8754,6742,11072,6117,2589,2764,4318,649,6447,6118,3146,10657,4904,378,381,7018,4316,4323,4313,10054,4319,4314	8825,6277,8038,291,8972,54619,6615,1632,54332,7071,83888,523,6228,4108,7384,640,6494,4215,8737,399979,4155,5550,7090,5434,11056
MORF_RBM8A	74	6524,5630,5409,23432,9721,6949,4850,3508,10869,27069,80317,54039,9939,23253,7849,9488,3299,835,7275,9640,5733,11165,4355,2155,23620,29775,5932,256364,9600,5201,27297,9563,3316,1272,10223,4598,177,10507,8751,64386,8851,4633,9719,29896,5371,222642,23307,1762,29114,265,22853,816,10279,4956,9742,4099,5780,6932,4058,6560,22854,2232,7141,11243,7172,22997,9189,6536,2931,8517,124801,3681,2057,3356	55023,10514,146909,55966,8639,25842,5644,57683,9486,23149,26509,10128,55701,3486,10480,26091,5803,5063,1020,7150,10651,6452,6612,64963,10452,56474,7461,9498,10131,27036,6280,3131,57704,50619,7139,3015,326625,2548,54841,1270,5494,55074,10923,8626,7008,534,1770,7702,55970,4735,54764,10880,1365,6176,5576,5310,11118,10799,8928,10873,10747,58517,2199,1186,7105,55733,157922,9911,8970,8195,8886,3712,3067,9394
MODULE_138	81	10398,1960,4638,2022,5156,1264,1009,6764,4920,9518,5502,5999,5536,4088,6895,2869,7867,1299,4057,4143,189,5653,873,10810,22932,6538,1667,1413,3362,6509,4998,3084,6916,1356,2350,1839,1135,624,3601,7421,2535,2113,6927,1821,842,1718,313,6288,6373,2191,27238,10024,1791,5588,5349,7060,9993,6271,7434,2139,7136,2909,5822,5025,7204,399979,10140,3142,8558,6499,655,2326,4644,4157,5594,7507,8738,1659,51663,3215,5393	1292,6779,130,23480,5579,11247,105,140809,1999,22883,7076,16,9775,1952,4855,2157,285527,25824,8831,8034,3576,1175,55366,59342,56262,26017,51188,51335,29118,830,83852,3796,26121,23552,7555,10841,5886,4883,3083,715,5209,2651,3594,128,80019,57476,204,1649,23291,3822,9801,55520,267,2782,8824,3399,200315,22982,92715,89849,9033,64852,443,60682,2196,6159,7846,467,29766,80311,64506,1813,6901,3269,11012,54464,9522,7366,79364,53371,10920
MORF_UBE2I	215	6141,3190,3150,7520,6139,3939,5018,6143,9045,6137,22827,3184,2547,6181,10576,4670,9092,4841,71,3692,9785,25814,8683,7307,2197,6135,10480,51433,5901,5725,6428,6427,4831,6223,10075,6206,171017,6207,55854,6205,2521,55573,6230,1340,23399,26986,6229,10899,6194,7332,7458,6193,6201,10574,6142,10054,1337,3020,9146,9798,10980,4673,27335,821,4676,4904,26065,5250,84364,10902,1487,10541,293,1192,26168,2783,1974,1973,1937,2778,23326,1936,7284,7534,23193,4666,5438,8733,9167,3251,11333,5430,6612,6613,6156,6418,6160,6164,5515,5110,26574,2665,6625,10155,1431,6155,6152,3609,6150,3608,6146,6144,8073,7317,3181,5230,6746,805,3182,22913,7514,6727,5935,23020,55000,11335,1329,7150,56910,23435,8664,9698,8667,10376,8668,6233,4521,11100,11313,1938,3178,10952,7073,6628,7917,6635,10212,7555,11171,6629,1350,3068,9802,3735,5695,4946,5689,6129,10094,6128,54107,6133,4869,6125,4736,1173,1155,4218,1351,3420,10921,27316,468,5478,55611,3329,7818,3094,1537,23511,7913,7386,5757,6189,5094,387,7542,4722,1445,5714,10657,5518,3550,3320,1327,7329,51668,22887,4691,29855,9296,1982,7388,1072,7314,10594,113419,1108,10682,2079,3183,4733,11315,2091,11331	7185,83461,8731,51079,8645,50650,51065,84647,4761,29886,6659,8861,2917,1326,64963,3117,55094,9693,84417,5052,7366,5000,8726,2768,8974,7326,29101,79983,6446,1267,94134,392,1191,2791,64783,7447,84619,29789,2246,9559,3592,81555,2695,7290,7347,874,55011,55769,66036,2047,63941,187,6909,26011,8842,4580,55789,26973,55247,8444,728,4593,250,1278,27044,10116,23109,23076,4240,6770,1630,10677,51741,54407,8022,84230,84898,9231,2588,4303,51744,1460,51068,4778,1413,2214,55799,1117,9931,3141,8802,222642,7529,1006,5889,191,57647,11224,6234,3234,93986,5187,23475,5511,10417,23544,4205,3866,80004,8193,64693,23491,2626,23037,83700,8106,6096,54361,54587,2147,4925,10842,5716,29089,80829,3554,51125,10661,3263,56521,6382,10048,23492,8575,84950,2898,10627,5906,57727,51520,10522,2901,1269,10549,10653,1003,55028,10636,27095,8427,1261,8085,63933,6520,6622,10198,60487,10024,55326,1675,115557,11269,81551,4693,63035,146198,734,8326,22937,22865,51367,23509,6585,27237,116511,53,27443,10216,8424,825,55749,1994,23259,9918,2823,64710,55035,6464,3845,51686,3351,3439,54514,84465,6643,3663,83444,4237,9777,57402,4000,4130,55876,8972,3945,2583,91543,5274,3990,51514,8928,7454,3965,10474,5565
MORF_UBE2N	82	3182,23215,3052,10728,10523,3184,23020,7411,10130,11335,23644,10236,10664,10576,7386,4670,4841,1736,56910,25814,23234,23435,8683,5250,7307,3015,10250,9188,9874,4722,3475,3796,10657,6627,51433,4116,54205,8872,6426,6428,220988,7334,5496,22919,6635,3313,23160,5634,10212,2521,7284,92140,5886,6500,10992,6738,7341,6418,54107,11269,1665,6434,9898,9184,1108,10155,3609,7417,7332,10291,7458,11315,9126,5781,7884,6390,3065,10054,4723,1810,4729,808	23032,2352,1984,2138,6508,4734,84560,26019,9903,1510,3038,5334,6900,3838,5170,5166,266,9788,10946,54566,55503,56904,3199,79572,11065,22901,81689,29114,4047,5154,94104,9415,9641,26118,6564,10786,10598,4049,51348,152,28985,10687,10450,9411,5146,3096,1293,84660,79987,4681,10626,10984,1629,140612,1008,81605,9802,55870,23476,4633,22903,54658,81566,10866,10921,1735,5919,7293,10178,23169,11122,9867,27069,3543,5058,5957,10079,79811,27063,3092,4016,55544
MORF_PTPN11	96	3052,10523,6634,10236,4358,865,23234,23435,8683,8574,3015,25804,8662,3475,6627,10067,4116,8872,23741,6426,5810,9031,5982,4236,3313,9559,84823,5886,8260,55651,57215,11260,1653,7417,5781,7416,65110,7841,23518,22948,8270,4723,5481,4729,10694,10728,23215,4677,7411,10130,23367,57050,4726,6510,11332,4724,64795,4728,8125,4722,3654,3832,6742,54205,9908,6845,57498,1019,8833,7334,5496,6897,55856,23165,8570,7347,22919,4709,92140,10992,6418,11269,8449,9184,50814,6490,10155,1460,3609,6647,11315,9126,7884,6390,1810,10432	8764,9918,10472,5129,5634,57569,28998,6534,1909,3726,7086,11341,8642,3434,25987,27004,7128,6675,5153,51194,6915,2058,1163,8924,10049,7182,2581,6170,1548,10284,2346,4438,4756,288,3459,7913,5947,10217,994,91304,2562,5912,116143,6792,3800,2252,55683,6489,219,60487,9947,91056,25,712,6654,57460,35,3552,9587,770,5371,550,7337,57533,6746,4738,79698,3301,9191,50717,1108,83733,85444,50628,9595,9984,3605,7565,8366,55275,11100,27092,25970,5682,55544,2322,79649,10129,2049,399,57409,11108,23035,9002,79446,1186
MORF_UBE2A	45	23173,5571,821,5861,5073,23317,4682,7175,7319,1642,6301,9296,7508,372,26009,10467,9686,381,10092,832,5694,27336,5879,8766,10994,9554,23291,5921,1155,11235,4201,6992,103910,4087,23549,8799,6311,10573,5510,3927,5716,5573,7317,8450,805	5745,102,23676,23236,2913,7075,286,5337,26065,2193,64328,4674,57695,4684,6897,9734,10987,2934,23198,7490,222658,9473,488,79058,8192,1975,80024,241,4124,170959,5920,6576,54879,22873,5525,171017,1489,6795,7349,120224,6240,4677,8658,8665,4669
GCM_RAP2A	31	55740,56262,23274,6660,10152,9568,29979,10426,8776,60682,51335,253959,23122,23291,55754,5911,81609,5901,84890,79618,7003,56907,57498,9043,5253,9857,10527,4664,55832,10890,55704	208,6331,3110,164656,7162,8731,25970,9698,5024,64087,8927,51170,94104,5684,55872,116143,84660,3562,51035,6718,27246,6508,4851,2647,4023,158,4133,6662,55601,27231,148
GCM_TPR	29	10728,2521,1314,4358,5431,3376,5885,8886,5093,6434,7175,9869,10657,1660,5298,7536,7726,7247,5501,5108,3419,9646,4076,5717,372,1725,805,10212,9326	4814,8490,51639,6143,11176,9020,3066,57680,64963,22902,55454,796,1203,7716,10238,3839,6801,79971,4602,10808,5275,3590,6861,2529,4973,4828,9700,116159,51327
MORF_DAP3	175	7520,5018,22827,30968,10576,7203,4841,3692,25814,8683,57819,8893,1207,10480,51433,5901,10075,55854,9686,27095,9326,4190,11321,832,5300,3032,1340,23399,10899,2058,7332,7417,10939,10574,8508,6009,1337,51367,10799,10987,10980,27335,821,4676,8655,7705,5250,84364,10902,1487,292,1716,1974,10856,6726,27230,7284,5437,7534,23193,5438,8733,9167,11333,6613,7341,6418,26574,6917,23291,9184,2665,8019,1431,7529,6992,1460,47,64844,23549,6150,5510,3608,8882,7317,3181,5230,805,6746,3182,22916,22913,7514,6727,23020,55000,829,11335,1329,5162,10285,56910,6185,23369,1650,8668,11100,10434,10952,7073,6628,6626,7917,6635,10128,10212,7555,10456,1349,1350,10092,3735,5692,5695,5694,5689,5690,10463,1173,1155,10607,1351,2224,3420,4723,6601,5573,10768,3329,23039,7818,3326,23173,5571,10195,1537,7913,23511,5708,5279,4722,3614,5714,10657,5518,3550,1642,6301,1327,7329,4691,25920,9296,23196,7388,1652,7381,4711,3312,10682,3183,4733,11315,11331,84193	50855,8936,5002,8161,114928,56934,7805,10962,2339,1820,904,57559,37,10539,8658,6560,7710,10874,5567,79960,10320,80194,2199,27246,4712,7247,23649,2950,57505,5527,54815,79366,9743,5145,4137,10957,11143,4259,10317,10605,1843,55879,2266,10345,701,79053,81575,6035,1796,3988,5499,1036,1791,3237,2922,1733,3291,4172,4258,6405,51377,11020,3045,4595,9187,51168,1825,3338,3172,29843,5414,10066,51477,7170,3002,6456,26010,51082,6817,7204,5673,4311,25894,3641,145282,55749,93627,54,246,1718,9775,3557,1497,8732,84249,7165,8663,7153,10057,1616,3782,2946,4791,5315,11186,22858,124801,6895,57580,51569,94241,9057,3364,25870,9521,131,65986,114822,10858,3816,1938,4439,23160,865,1369,23542,3563,3670,51074,6530,22854,11262,23210,26009,11278,6249,23404,359948,57863,5097,6853,9751,6118,51760,11051,22824,339479,57231,5172,7462,8787,3673,834,547,55270,56474,85406,256364,3704,6304,9262,1991,8804,51530,80152,2706,5396,1950,3188,54894,55301,79816,7004,8565,607
MORF_ESR1	143	5817,109,27302,4902,3603,6861,8425,7402,9896,362,2901,3596,6199,8834,364,80317,6513,3075,5566,3892,6508,84148,9522,11103,9640,1409,5291,6496,3360,6258,1571,10845,25771,10579,1394,51585,4487,8292,3363,3233,23269,9063,267,23085,57634,4108,7692,4650,9263,7490,116,22832,8629,25830,5509,9718,7029,7781,3713,1506,6873,4295,23457,6538,672,9641,22976,8856,26034,1339,9058,5463,6524,49855,6820,3883,8538,58473,5083,5081,7849,9488,3700,4161,8443,9356,51517,8061,4609,84560,10943,9926,1583,2733,2842,4355,2099,5284,23604,403,5932,1796,55669,23276,662,80852,9575,9095,8718,5440,285527,2528,818,9491,80205,9675,3848,3849,23131,10279,8621,923,1837,2117,1805,23774,4437,9662,6910,10277,4763,84628,55274,2709,2334,1993,3709,843,9121,27334,11186,3660,23545	3987,1871,761,80004,1308,57172,26031,1955,9643,105,7482,7203,3184,7168,79812,84722,9098,10483,3437,10368,1965,3557,54981,4700,8924,7321,54039,2100,4140,2230,1757,80019,55423,29980,11314,2852,5444,8658,22864,9630,2350,51555,3988,4055,3897,373,10775,8607,7411,253959,27132,29079,471,1635,6545,5915,7448,56916,81689,57683,80199,64506,3485,1528,54464,51377,4060,25894,9201,10903,10664,54434,6723,94056,7352,3195,2314,79888,1891,23368,26137,4745,5624,735,81285,5620,7252,5119,10003,23350,55568,23200,2590,64180,1413,27129,2746,23429,7185,2109,2302,51128,57534,79600,4791,5567,3061,1235,23291,98,80198,3958,25800,5686,114801,93643,3641,59286,5230,57519,54841,55015,5880,3662,688,9265,1164,10606,8348,6749,147744,6358,5146,55233,51031,7023,10054,51569,51327,9746,178,55830,10335
GNF2_JAK1	29	3683,5920,54103,11329,6793,5527,919,8477,54861,9976,3820,9267,50650,5788,5732,5775,5583,3133,25777,1521,259197,9595,2534,11186,3716,5908,10384,51411,10123	51478,6396,5170,54625,11177,8533,26998,1508,6737,3192,23769,1911,10229,8859,27314,4627,3423,7475,1270,2918,6359,22999,9690,57115,6301,2618,501,5452,4675
GNF2_PTPRC	57	54103,113,11329,963,962,393,2313,841,84124,101,752,3385,5927,3107,4154,3106,3133,7454,3135,3134,64761,9595,10507,10384,51411,79890,3683,26578,58533,6793,6494,8477,51696,1831,5880,54861,7456,9976,3587,9051,10628,5788,9267,5777,474344,3059,51131,1655,10346,7409,339287,11151,80342,2870,3716,5908,10365	6320,1535,6786,3775,23558,5412,55761,23521,10469,53616,4860,55388,4616,6229,12,2162,51569,6683,26747,4637,2563,5699,80152,6222,9060,11140,28976,50853,83667,9668,5094,3749,10982,80204,112399,79797,29994,9967,5584,9056,22997,943,23508,25847,6004,4200,26996,23020,64097,26509,79931,51324,8490,8470,7293,6613,51208
GNF2_CKS2	44	3182,10988,9055,6632,7272,10576,9232,9787,890,7153,259266,83461,51514,983,51203,4171,4173,5983,5984,6240,79801,3148,2305,3161,6119,7298,7443,26586,9837,51659,51053,1063,332,991,1062,29127,10592,10051,7884,55215,10733,5111,1164,10112	84890,9590,196,23431,6358,79868,10221,64319,9529,54829,8908,28998,23191,5443,23214,8499,4524,93986,79447,8814,4609,3964,2590,64318,7023,10252,114908,55204,4246,5915,6853,7846,6950,9414,55054,4327,1836,8266,51335,23397,419,25875,3925,4131
MORF_JUND	62	6141,3190,9592,6139,6727,6173,6143,6137,5935,6181,8971,26065,6189,5094,387,7178,2197,6135,6233,293,1938,1192,1982,1974,1072,7316,6206,1937,7314,4637,4666,4170,6157,6210,9802,6230,6232,6156,6129,6160,6128,6133,6164,3727,689,6125,6224,4736,25793,6229,6155,6152,10482,1655,6194,6201,23521,6146,6144,3020,3021,10049	8312,2214,6547,90362,7005,1080,51031,79759,5549,54788,834,7181,3017,6909,1325,2339,1718,241,11146,11337,1850,3003,9736,8529,4600,10018,83878,7175,7538,33,4163,7203,163,57515,9986,22796,29799,58495,10054,4735,11086,23028,6943,496,84364,12,168544,1977,8880,558,2553,1158,54962,594,22906,90139,57096,55741,8660,64979,9697,23531
